word1,word2,label1,label2,sim_value
join,marry,V,V,5.35
accept,deliver,V,V,1.58
attach,join,V,V,7.75
put,hang,V,V,3.0
go,sell,V,V,0.97
communicate,pray,V,V,3.55
give,steal,V,V,0.5
add,build,V,V,4.92
bring,restore,V,V,2.62
comprehend,satisfy,V,V,2.55
portray,decide,V,V,1.18
organize,become,V,V,1.77
give,know,V,V,0.88
say,verify,V,V,4.9
cooperate,join,V,V,5.18
arrange,require,V,V,0.98
borrow,want,V,V,1.77
investigate,pursue,V,V,7.15
ignore,explore,V,V,0.4
bring,complain,V,V,0.98
enter,owe,V,V,0.68
portray,notify,V,V,0.78
remind,sell,V,V,0.4
absorb,possess,V,V,5.0
join,acquire,V,V,2.85
send,attend,V,V,1.67
gather,attend,V,V,4.8
absorb,withdraw,V,V,2.97
attend,arrive,V,V,6.08
